,quantity_lsr_cqi,quantity_lsr_rsrp,quantity_lsr_rsrq,quantity_lsr_pusch_sinr,quantity_lsr_uplink_interference,customer_download_throughput_binned,quantity_lsr_ta_binned,Facebook,IP_OTHER,Youtube,Facebook Video,Whatsapp
0,7.0,-85.0,-17.333,20.15,-116.885,0,0,0,0,0,0,0
1,11.0,-98.0,-11.0,15.3,-116.07,0,0,0,0,0,0,1
2,7.0,-106.0,-17.5,0.7,-113.55,1,0,0,0,0,0,0
3,8.6,-99.0,-12.7,14.1,-116.66,0,0,0,0,0,0,0
4,10.6,-108.067,-10.433,12.5,-118.847,0,0,0,0,1,0,0
5,14.5,-91.0,-6.0,9.3,-117.17,1,0,1,0,0,0,0
6,5.332999999999999,-81.0,-15.833,12.333,-113.68,0,0,0,0,0,0,0
7,11.0,-96.167,-11.5,13.31,-115.877,0,0,0,0,0,0,0
8,9.0,-98.5,-15.25,11.15,-116.95,1,0,0,0,0,0,0
9,14.0,-90.0,-11.0,21.5,-116.45,0,0,0,0,1,0,0
10,13.0,-109.0,-12.0,15.3,-118.1,0,0,0,0,0,0,1
11,9.5,-119.875,-11.188,0.325,-119.23,0,1,0,0,0,0,1
12,14.5,-88.0,-10.0,17.85,-116.92,0,0,0,0,1,0,0
13,4.792,-93.333,-17.813,18.613,-117.065,0,0,0,0,0,0,0
14,6.132999999999999,-107.667,-17.555999999999997,9.813,-115.668,0,0,0,0,1,0,0
15,6.0,-103.0,-8.5,12.4,-113.87,0,0,0,0,1,0,0
16,6.25,-97.25,-17.104,12.433,-116.39,0,0,0,0,1,0,0
17,6.852,-114.815,-13.852,10.242,-117.78,1,0,0,0,0,0,0
18,8.0,-92.0,-14.5,16.1,-115.68,0,0,0,0,1,0,0
19,9.667,-86.5,-11.5,13.867,-114.517,0,0,0,0,0,0,0
20,13.0,-98.0,-9.5,8.1,-117.37,0,0,0,0,1,0,0
21,6.0,-114.0,-15.5,1.9,-118.8,1,0,1,0,0,0,0
22,13.667,-107.0,-7.25,9.8,-119.245,0,0,0,0,0,0,0
23,10.0,-95.0,-12.0,15.3,-115.87,0,0,0,0,1,0,0
24,10.4,-104.0,-8.5,6.227,-119.483,0,0,0,0,0,0,1
25,8.0,-106.0,-14.0,9.4,-117.25,0,1,0,0,1,0,0
26,10.5,-85.5,-9.0,11.35,-116.28,0,0,0,0,0,1,0
27,14.0,-107.0,-12.5,-9.7,-118.1,0,0,0,0,0,0,0
28,7.667000000000001,-108.667,-14.833,7.367000000000001,-116.22,0,0,0,0,0,0,0
29,8.0,-101.0,-13.0,12.2,-115.64,1,0,0,0,0,0,1
30,10.833,-109.667,-8.167,3.067,-114.085,1,0,1,0,0,0,0
31,12.556,-110.334,-11.334,11.378,-116.193,0,0,1,0,0,0,0
32,12.0,-99.0,-14.25,11.65,-114.055,0,0,0,0,1,0,0
33,13.0,-77.0,-8.5,19.4,-116.45,0,0,0,0,0,0,1
34,12.0,-105.0,-9.0,15.6,-120.16,0,0,0,0,0,0,0
35,6.944,-122.0,-15.806,6.972,-119.184,0,0,0,0,0,0,0
36,8.777999999999999,-117.889,-12.944,5.267,-118.771,0,1,0,0,1,0,0
37,8.167,-107.167,-16.584,13.3,-115.25,1,0,1,0,0,0,0
38,11.125,-116.375,-11.438,3.784,-118.459,0,0,0,0,0,0,0
39,9.5,-115.5,-10.75,3.883,-119.333,1,0,0,0,0,0,0
40,6.0,-95.0,-11.5,13.4,-113.44,0,0,0,0,0,0,0
41,11.0,-81.0,-11.5,19.5,-118.15,1,0,0,0,1,0,0
42,7.485,-116.818,-18.682,1.883,-118.293,0,0,0,0,1,0,0
43,8.0,-109.0,-9.0,13.9,-118.6,1,0,0,0,0,0,0
44,12.25,-93.333,-11.167,15.125,-115.075,0,0,0,0,0,0,0
45,10.0,-112.0,-13.5,7.3,-117.27,0,0,0,0,1,0,0
46,6.5,-114.0,-14.5,9.2,-114.52,0,0,0,0,0,0,0
47,6.222,-105.167,-15.0,10.378,-114.664,0,0,0,0,0,0,0
48,10.0,-105.0,-12.0,11.6,-112.9,0,0,0,0,0,0,1
49,13.0,-96.0,-9.5,14.9,-117.52,1,0,0,0,0,1,0
50,15.0,-80.0,-11.0,18.0,-118.82,1,0,0,0,0,0,0
51,7.0,-106.0,-11.5,15.4,-119.0,0,0,0,0,0,0,0
52,11.286,-102.667,-10.5,12.472,-117.849,0,0,0,0,0,0,1
53,6.0,-61.0,-7.0,24.5,-118.4,0,0,0,0,0,0,1
54,11.5,-111.833,-11.083,10.617,-119.333,0,0,0,0,1,0,0
55,5.0,-107.0,-19.0,11.8,-115.17,1,0,0,0,0,0,0
56,7.0,-91.5,-13.25,13.2,-119.3,0,0,0,0,0,0,0
57,7.0,-106.0,-14.5,7.55,-111.03,0,0,0,0,1,0,0
58,9.0,-102.0,-12.0,14.7,-117.97,0,0,0,0,0,0,0
59,15.0,-93.0,-8.5,17.6,-117.87,1,0,0,0,0,0,0
60,6.0,-111.5,-17.5,11.7,-117.41,0,0,0,0,0,0,0
61,8.25,-102.834,-12.709,12.88,-115.25,0,0,0,0,1,0,0
62,10.0,-99.667,-10.333,13.4,-117.567,0,0,0,0,1,0,0
63,11.667,-92.0,-6.5,19.733,-117.983,0,0,0,0,0,0,0
64,8.0,-87.0,-6.0,17.4,-115.17,1,0,0,0,0,0,0
65,12.143,-88.0,-8.5,19.09,-116.911,0,0,0,0,0,0,1
66,6.6,-104.0,-16.0,14.125,-116.278,0,0,0,0,0,0,0
67,11.0,-114.0,-12.333,2.833,-119.667,0,0,0,0,1,0,0
68,13.0,-95.0,-11.0,15.867,-115.807,0,0,0,0,1,0,0
69,11.222,-95.357,-10.25,15.638,-115.365,0,0,0,0,0,1,0
70,4.0,-114.0,-17.0,11.1,-118.53,0,0,0,0,0,0,0
71,12.0,-93.0,-9.0,18.4,-115.57,0,0,0,0,1,0,0
72,9.889,-115.556,-11.167,5.422000000000001,-119.5,0,1,0,0,1,0,0
73,5.577999999999999,-110.304,-13.848,10.204,-118.009,0,0,0,0,0,0,0
74,8.1,-106.2,-13.95,12.937,-116.237,0,0,0,0,0,0,0
75,7.524,-114.667,-14.976,6.683,-119.478,0,1,0,0,0,1,0
76,15.0,-91.0,-12.0,18.3,-117.05,0,0,0,0,0,1,0
77,11.333,-102.0,-10.917,12.133,-115.37,0,0,0,0,0,0,0
78,7.0,-78.5,-11.25,17.0,-116.67,0,0,0,0,0,1,0
79,14.333,-86.0,-6.0,16.333,-118.307,0,0,0,0,0,0,0
80,8.125,-90.25,-16.875,17.075,-117.733,0,0,0,0,0,0,0
81,11.0,-86.0,-13.0,13.2,-114.57,0,0,0,0,1,0,0
82,8.333,-113.0,-11.5,11.575,-118.578,0,0,0,0,0,0,0
83,14.556,-88.0,-12.0,25.0,-118.744,1,0,0,0,0,0,0
84,5.214,-101.214,-15.429,10.453,-116.547,0,1,0,0,0,1,0
85,2.267,-111.067,-19.233,5.792000000000001,-118.1,0,0,0,0,1,0,0
86,10.0,-88.0,-13.25,17.1,-117.62,0,0,0,0,1,0,0
87,6.832999999999999,-111.333,-14.917,12.433,-118.37,0,0,0,0,0,0,0
88,15.0,-102.0,-10.5,13.9,-116.95,0,0,0,0,1,0,0
89,9.0,-107.0,-16.25,15.633,-118.07,0,0,0,0,0,0,0
90,9.0,-104.556,-14.333,16.7,-118.2,0,0,0,0,0,0,1
91,10.5,-100.5,-13.5,16.05,-117.885,0,0,0,0,1,0,0
92,10.25,-102.0,-13.5,14.975,-116.826,0,0,0,0,0,0,0
93,14.167,-94.5,-12.5,13.584,-115.729,0,0,0,0,1,0,0
94,12.0,-94.0,-11.0,11.2,-119.52,1,0,0,1,0,0,0
95,10.167,-112.778,-11.528,10.257,-118.576,0,0,0,0,0,0,1
96,10.0,-93.333,-11.333,14.533,-114.807,0,0,0,0,1,0,0
97,7.4,-107.5,-14.0,11.313,-115.449,0,0,0,0,0,0,0
98,11.0,-78.0,-11.0,22.0,-118.05,0,0,0,0,1,0,0
99,4.25,-117.334,-17.5,-1.188,-118.862,0,1,0,0,0,0,1
100,13.0,-75.0,-5.5,19.7,-118.7,0,0,1,0,0,0,0
101,9.667,-98.333,-13.75,7.632999999999999,-115.433,0,0,0,0,0,0,0
102,7.167000000000001,-85.0,-12.667,15.85,-116.463,0,0,0,0,0,0,0
103,7.75,-119.5,-12.375,6.375,-118.475,0,0,0,0,0,0,1
104,14.5,-98.0,-7.0,19.3,-119.25,0,0,0,0,0,0,0
105,12.0,-91.0,-9.5,8.9,-118.87,0,0,0,0,0,0,0
106,15.0,-104.0,-8.5,16.85,-119.15,0,0,0,0,0,0,0
107,10.75,-95.5,-7.75,8.338,-116.089,0,0,0,0,0,0,0
108,14.0,-98.556,-10.111,14.617,-119.987,0,0,0,0,0,0,0
109,14.0,-93.0,-6.5,13.5,-118.3,0,0,0,0,0,0,0
110,12.286,-93.0,-12.75,19.3,-117.887,0,0,1,0,0,0,0
111,11.25,-106.25,-8.437999999999999,13.325,-118.463,0,0,1,0,0,0,0
112,12.0,-86.0,-11.0,17.8,-117.35,0,0,0,0,0,0,0
113,9.143,-113.786,-11.036,11.665,-119.7,0,0,0,0,0,0,0
114,15.0,-72.0,-7.0,20.4,-119.2,0,0,0,0,1,0,0
115,12.0,-73.0,-6.5,18.534,-118.22,0,0,0,0,1,0,0
116,9.556,-118.0,-12.0,13.544,-118.666,0,0,0,0,1,0,0
117,9.467,-110.133,-10.5,8.02,-117.287,0,0,0,0,0,0,0
118,13.0,-74.0,-12.5,14.0,-120.16,0,0,0,0,1,0,0
119,9.0,-92.0,-11.5,3.3,-118.53,1,0,0,0,0,0,0
120,8.0,-117.0,-10.0,7.0,-115.5,0,0,0,0,0,0,0
121,6.0,-127.0,-16.0,2.0,-119.3,0,0,0,0,0,0,0
122,15.0,-98.0,-7.0,14.3,-119.4,1,0,0,1,0,0,0
123,11.5,-111.0,-9.0,8.167,-118.92,0,0,0,0,0,0,0
124,6.0,-115.0,-17.5,11.2,-117.42,1,0,0,0,0,0,0
125,5.0,-114.0,-17.5,13.4,-118.77,0,0,0,0,0,1,0
126,7.084,-102.75,-12.125,15.3,-118.143,0,0,0,0,0,0,0
127,8.75,-99.25,-10.125,17.45,-118.555,0,0,0,0,0,0,0
128,6.194,-114.084,-16.854,4.257,-115.289,0,0,0,0,0,0,0
129,8.75,-85.0,-11.0,18.975,-118.35,0,0,0,0,0,1,0
130,13.667,-93.5,-10.0,14.15,-118.147,0,0,0,0,0,0,0
131,10.0,-88.0,-10.0,18.6,-118.42,0,0,1,0,0,0,0
132,14.0,-92.0,-12.0,14.4,-117.16,0,0,0,0,0,0,0
133,10.0,-95.0,-12.5,13.1,-118.67,1,0,0,0,0,0,0
134,12.556,-90.667,-16.667,18.733,-117.386,0,0,0,0,0,1,0
135,10.0,-97.0,-7.0,18.3,-119.06,0,0,0,0,0,0,0
136,6.0,-103.667,-13.0,14.25,-117.64,0,0,0,0,0,0,0
137,10.0,-118.0,-9.25,4.45,-118.3,0,1,0,0,0,0,0
138,8.0,-107.0,-10.5,5.6,-118.8,0,0,0,0,1,0,0
139,14.8,-81.0,-8.0,16.48,-118.15,0,0,0,0,0,0,1
140,14.167,-93.0,-9.25,17.25,-118.255,0,0,0,0,0,0,0
141,5.5,-116.834,-15.375,5.83,-119.526,0,0,0,0,1,0,0
142,6.332999999999999,-99.0,-14.167,14.167,-117.007,0,0,0,0,0,1,0
143,13.5,-89.0,-9.5,13.95,-112.115,0,0,0,0,0,0,0
144,13.0,-93.0,-7.0,19.3,-119.1,0,0,0,0,1,0,0
145,9.0,-110.0,-10.0,10.6,-119.23,1,0,0,0,0,0,0
146,10.333,-116.0,-10.333,6.3,-119.4,1,1,0,0,1,0,0
147,7.571000000000001,-108.81,-10.452,11.59,-116.271,0,0,0,0,0,0,0
148,14.143,-91.467,-10.333,16.111,-115.458,0,0,0,0,0,0,0
149,15.0,-79.0,-5.0,16.7,-119.5,0,0,1,0,0,0,0
150,6.0,-114.0,-16.5,13.5,-118.5,0,0,0,0,0,1,0
151,12.857,-105.0,-7.25,2.2430000000000003,-117.514,0,0,0,0,0,0,0
152,4.945,-96.889,-15.528,10.35,-114.656,0,0,0,0,0,0,0
153,8.0,-109.0,-11.5,-7.0,-120.16,1,0,0,0,0,1,0
154,12.667,-98.889,-11.167,8.443999999999999,-118.056,0,0,0,0,0,1,0
155,13.0,-81.0,-5.0,18.4,-116.85,0,0,0,0,1,0,0
156,15.0,-74.0,-6.5,15.0,-119.43,0,0,1,0,0,0,0
157,11.0,-79.0,-12.5,18.2,-117.67,1,0,0,0,0,0,0
158,13.0,-84.0,-6.5,16.5,-114.15,0,0,0,0,0,0,0
159,9.773,-80.0,-8.75,22.1,-119.0,1,0,0,0,0,0,0
160,10.0,-114.0,-15.0,13.1,-114.2,0,0,0,0,0,0,0
161,9.2,-113.55,-15.3,12.737,-119.784,0,0,0,0,1,0,0
162,7.0,-102.0,-14.0,15.65,-118.415,0,0,0,0,0,0,0
163,14.0,-99.5,-9.5,12.7,-118.697,0,0,0,0,0,0,0
164,15.0,-75.0,-11.5,20.4,-118.63,0,0,0,0,0,0,0
165,7.0,-112.0,-11.5,8.3,-116.1,1,0,0,1,0,0,0
166,14.0,-81.5,-9.5,16.784000000000002,-119.884,1,0,1,0,0,0,0
167,12.333,-89.0,-6.0,17.267,-118.767,0,0,0,0,0,1,0
168,11.0,-86.0,-8.5,16.5,-117.67,0,0,0,0,0,1,0
169,6.5,-99.5,-13.438,15.4,-117.184,0,0,0,0,0,0,0
170,11.0,-101.0,-8.0,5.75,-118.635,1,0,0,0,0,0,0
171,10.667,-105.0,-10.5,9.933,-120.16,0,0,0,0,0,0,0
172,13.0,-97.0,-8.5,14.8,-119.5,0,0,0,0,0,0,1
173,9.0,-112.0,-9.5,-2.9,-117.7,0,0,0,0,0,0,0
174,14.375,-92.75,-10.563,17.65,-118.845,0,0,0,0,0,0,0
175,9.0,-87.0,-9.0,17.1,-115.75,0,0,0,0,0,1,0
176,6.332999999999999,-106.0,-12.167,4.544,-119.28,1,1,0,1,0,0,0
177,14.667,-83.0,-10.25,14.15,-118.01,0,0,0,0,0,0,0
178,11.5,-110.5,-10.75,10.35,-119.65,1,1,1,0,0,0,0
179,12.2,-86.5,-7.75,9.96,-118.393,0,0,0,0,0,0,0
180,11.333,-111.0,-9.5,14.6,-118.633,1,0,0,0,0,0,0
181,10.0,-111.0,-9.5,6.3,-118.95,0,0,0,0,0,1,0
182,12.0,-89.0,-7.0,16.1,-115.8,0,0,0,0,0,0,0
183,9.0,-99.0,-12.5,9.2,-113.1,1,1,0,0,0,0,0
184,7.375,-99.063,-15.563,11.97,-117.871,0,0,0,0,1,0,0
185,12.25,-103.5,-9.0,-7.975,-118.975,0,0,0,0,0,1,0
186,11.278,-99.6,-11.5,14.079,-117.022,0,0,0,0,0,0,0
187,3.0,-94.0,-6.0,-5.4,-119.7,0,0,1,0,0,0,0
188,5.832999999999999,-115.792,-16.458,11.786,-114.837,0,0,0,0,0,1,0
189,15.0,-103.0,-10.0,16.7,-119.4,1,0,0,0,0,0,0
190,11.5,-96.0,-11.5,22.44,-119.24,0,0,0,0,0,1,0
191,12.5,-90.0,-11.0,14.65,-118.2,1,0,0,0,0,1,0
192,15.0,-102.0,-7.5,14.5,-120.16,1,0,0,0,0,0,0
193,11.667,-86.5,-11.75,15.633,-120.16,0,0,0,0,1,0,0
194,9.0,-94.75,-10.125,9.817,-118.14,1,0,0,0,1,0,0
195,6.0,-119.0,-10.5,6.6,-117.5,0,0,0,0,0,0,0
196,15.0,-85.0,-6.5,19.45,-119.05,0,0,0,0,0,0,0
197,11.0,-89.0,-9.5,13.5,-119.2,0,0,0,0,0,0,0
198,12.0,-93.0,-11.0,17.6,-119.7,0,0,0,0,1,0,0
199,10.333,-96.333,-12.667,9.1,-117.685,0,0,0,0,0,0,0
200,9.0,-113.0,-12.5,13.2,-116.45,0,0,0,0,0,0,0
201,7.0,-101.0,-6.5,20.7,-118.55,0,0,0,0,1,0,0
202,10.833,-89.0,-6.0,12.17,-115.527,0,0,1,0,0,0,0
203,12.833,-102.0,-9.583,11.383,-119.497,0,0,0,0,0,0,1
204,9.333,-109.778,-12.889,13.217,-119.473,0,1,0,0,0,0,0
205,8.333,-98.75,-10.25,11.983,-116.788,0,0,0,0,1,0,0
206,14.167,-87.0,-9.5,17.3,-116.583,0,0,0,0,1,0,0
207,1.529,-120.745,-18.775,7.142,-118.724,0,1,0,0,0,1,0
208,15.0,-118.0,-9.5,8.4,-119.0,0,0,0,0,1,0,0
209,13.5,-68.834,-9.667,13.91,-116.615,0,0,0,0,0,0,1
210,14.667,-64.0,-7.0,20.544,-118.102,0,0,0,0,0,0,0
211,14.5,-74.0,-11.5,18.8,-118.255,0,0,0,0,0,0,0
212,14.571,-83.85700000000001,-8.286,13.8,-112.973,0,0,0,0,0,0,0
213,10.048,-105.75,-14.25,14.05,-117.771,0,0,0,0,1,0,0
214,12.25,-93.542,-11.0,6.85,-119.123,0,0,0,0,0,1,0
215,13.0,-95.0,-9.0,15.8,-119.8,1,0,0,0,0,0,0
216,12.111,-93.889,-10.111,13.378,-118.624,0,0,0,0,0,0,0
217,15.0,-79.333,-8.833,18.8,-118.5,0,0,0,0,0,0,0
218,13.333,-87.5,-7.0,9.367,-117.767,1,0,0,0,0,1,0
219,14.0,-80.0,-4.5,19.9,-112.3,1,0,0,1,0,0,0
220,12.0,-98.0,-13.5,9.6,-117.15,0,0,0,0,0,1,0
221,0.0,-94.0,-6.0,14.0,-117.1,0,1,0,0,0,0,0
222,9.788,-94.9,-10.35,11.447,-115.743,0,0,0,0,0,0,0
223,9.0,-104.667,-12.0,14.767,-116.813,0,0,0,0,0,0,1
224,6.0,-111.0,-12.25,2.05,-116.4,0,0,0,0,0,0,0
225,8.5,-103.143,-12.429,6.3,-117.721,0,0,0,0,0,0,0
226,12.0,-82.0,-7.5,19.0,-115.9,0,0,0,0,1,0,0
227,12.667,-102.333,-11.833,19.125,-119.658,0,1,0,0,0,0,1
228,7.5,-109.834,-11.5,9.934,-117.684,0,0,0,0,1,0,0
229,12.5,-107.0,-10.25,19.0,-119.215,0,0,0,0,0,0,0
230,15.0,-84.0,-11.5,17.1,-119.03,0,0,0,0,0,0,0
231,12.167,-80.0,-7.75,19.45,-118.617,1,0,0,0,0,1,0
232,6.4,-115.2,-10.7,3.82,-119.44,0,0,0,0,0,0,1
233,15.0,-59.0,-7.0,20.2,-120.1,0,0,0,0,0,0,0
234,12.0,-103.0,-7.0,13.9,-118.5,1,0,1,0,0,0,0
235,8.75,-111.25,-11.417,0.5920000000000001,-117.725,0,0,0,0,0,1,0
236,7.667000000000001,-112.0,-12.208,5.975,-118.192,0,0,0,0,0,0,0
237,9.389,-112.0,-9.313,8.85,-118.383,0,0,0,0,0,0,0
238,13.0,-83.0,-9.0,16.6,-117.12,0,0,0,0,0,1,0
239,11.2,-111.1,-12.3,12.15,-118.318,0,0,0,0,0,0,0
240,8.0,-103.0,-14.0,11.6,-110.66,1,0,0,0,0,0,0
241,14.0,-76.0,-11.5,19.6,-115.75,0,0,0,0,1,0,0
242,13.143,-88.0,-11.667,17.857,-119.86,0,0,0,0,0,0,1
243,10.0,-82.0,-8.0,15.75,-116.55,0,0,0,0,1,0,0
244,11.0,-109.0,-11.5,13.95,-119.3,0,0,0,0,0,0,0
245,9.334,-110.334,-12.084,12.4,-118.259,0,0,0,0,0,0,0
246,9.0,-95.0,-12.0,13.0,-115.2,0,0,0,0,0,0,0
247,13.0,-100.0,-9.5,17.7,-117.16,1,0,0,0,1,0,0
248,10.0,-94.0,-14.75,18.4,-118.45,0,0,0,0,1,0,0
249,11.611,-90.056,-10.361,14.061,-119.461,0,0,0,0,0,0,0
250,8.238,-99.75,-11.063,13.075,-117.041,0,0,0,0,0,0,1
251,12.0,-94.0,-10.5,0.0,-117.14,0,0,0,0,0,0,0
252,6.037000000000001,-106.963,-13.111,7.467,-119.127,0,1,0,0,0,0,0
253,7.067,-111.467,-13.7,10.273,-117.033,1,0,0,0,0,0,0
254,8.0,-102.834,-10.084,-7.7,-116.638,0,0,0,0,0,0,1
255,9.0,-101.0,-8.0,15.7,-119.02,0,0,0,0,1,0,0
256,10.0,-96.0,-11.5,13.05,-119.71,0,0,0,0,0,1,0
257,11.667,-109.0,-8.5,13.633,-119.256,0,0,0,1,0,0,0
258,10.833,-101.5,-7.25,6.25,-118.077,1,0,1,0,0,0,0
259,8.417,-111.833,-12.167,5.457999999999999,-118.506,0,0,0,0,0,0,0
260,15.0,-110.0,-7.0,13.8,-119.32,0,0,0,0,0,0,1
261,6.513,-102.333,-17.111,14.529000000000002,-118.599,0,0,0,0,0,0,0
262,5.0,-124.0,-17.5,10.9,-120.16,0,1,0,0,0,1,0
263,15.0,-98.334,-7.084,12.09,-119.0,1,0,0,0,0,1,0
264,13.333,-93.0,-9.25,12.213,-118.233,0,0,0,0,0,0,0
265,5.0,-70.0,-6.0,23.6,-118.2,1,0,0,0,0,0,0
266,6.688,-120.75,-15.042,3.025,-117.878,0,0,0,0,0,0,0
267,11.111,-101.167,-10.75,15.706,-118.228,0,0,0,0,0,0,1
268,7.5,-108.778,-14.75,3.567,-119.006,0,1,0,0,1,0,0
269,6.0,-121.215,-15.179,1.586,-117.047,0,1,0,0,1,0,0
270,6.667000000000001,-116.125,-18.282,12.74,-118.541,0,0,0,0,1,0,0
271,15.0,-82.0,-11.0,14.8,-116.69,1,0,0,0,0,0,0
272,7.5,-115.833,-13.333,3.333,-118.813,1,1,0,0,1,0,0
273,9.0,-111.5,-8.75,8.05,-118.66,0,0,0,0,0,0,0
274,9.5,-115.0,-13.0,1.4,-118.37,1,0,1,0,0,0,0
275,15.0,-88.5,-6.0,13.15,-118.2,0,0,0,0,0,0,0
276,13.875,-94.0,-8.5,13.05,-118.723,0,0,0,0,0,0,0
277,5.8,-100.833,-18.111,14.805,-115.925,0,0,0,0,0,0,0
278,12.0,-94.0,-7.5,16.7,-117.45,0,0,0,0,0,0,0
279,13.167,-68.0,-7.75,22.834,-118.687,0,0,0,0,0,0,0
280,8.571,-111.286,-10.643,9.8,-119.686,1,1,0,0,1,0,0
281,4.542,-107.571,-17.833,12.559,-115.894,0,0,0,0,1,0,0
282,9.167,-106.125,-11.25,14.309,-118.309,1,0,0,0,0,0,0
283,14.75,-80.0,-7.5,21.1,-117.908,0,0,0,0,1,0,0
284,11.889,-102.0,-12.5,5.089,-118.414,0,0,0,0,0,0,1
285,11.133,-88.667,-9.667,18.267,-118.037,1,0,1,0,0,0,0
286,9.0,-115.667,-12.417,7.525,-119.455,0,0,0,0,0,0,0
287,6.0,-121.0,-12.5,2.6,-116.14,0,1,0,0,0,0,1
288,6.778,-110.0,-18.5,13.644,-118.442,0,0,0,0,0,0,1
289,11.0,-99.0,-9.5,14.9,-120.1,0,0,0,0,1,0,0
290,13.0,-108.334,-9.75,11.325,-119.143,0,0,0,0,0,0,0
291,5.667000000000001,-88.667,-16.389,18.522,-118.579,0,0,0,0,0,0,1
292,12.0,-124.0,-13.25,0.2,-118.65,0,0,0,0,0,0,0
293,7.5,-112.0,-9.875,7.082999999999999,-118.683,0,0,0,0,0,0,0
294,14.0,-82.0,-7.0,15.2,-118.67,0,0,0,0,1,0,0
295,9.137,-101.444,-16.333,14.872,-118.512,0,0,0,0,0,0,0
296,15.0,-85.0,-8.0,17.4,-116.32,0,0,0,0,1,0,0
297,9.0,-98.0,-9.0,16.2,-118.67,0,0,0,0,0,1,0
298,11.0,-112.0,-8.5,7.1,-119.52,0,0,0,0,0,0,0
299,11.0,-114.0,-9.5,-2.45,-119.7,0,0,0,0,0,0,0
300,7.438,-120.0,-16.0,7.307,-118.355,0,1,0,0,0,0,1
301,6.125,-81.375,-9.125,14.775,-118.439,0,0,0,0,0,0,0
302,8.875,-109.542,-13.667,9.165,-117.223,1,0,0,0,1,0,0
303,14.5,-69.0,-7.0,21.9,-118.63,0,0,0,0,0,0,1
304,4.0,-128.0,-20.0,-0.5,-118.02,1,0,0,0,1,0,0
305,10.444,-101.0,-7.75,16.378,-118.448,0,0,0,0,0,0,0
306,8.277999999999999,-117.889,-15.306,6.8,-119.346,0,0,0,0,1,0,0
307,6.428999999999999,-107.857,-16.714000000000002,10.267,-118.19,1,0,0,0,0,0,0
308,15.0,-93.5,-8.25,16.35,-118.45,0,0,0,0,0,0,0
309,13.0,-97.0,-8.0,16.6,-119.15,0,0,0,0,0,0,1
310,4.154,-95.833,-17.958,1.525,-118.335,0,0,0,0,1,0,0
311,7.0,-79.0,-12.0,17.2,-118.35,0,0,0,0,0,0,1
312,10.667,-101.167,-11.917,12.422,-118.343,0,0,0,0,0,0,0
313,10.708,-82.25,-8.0,15.179,-117.785,0,0,0,0,1,0,0
314,11.333,-76.0,-6.5,19.2,-117.58,0,0,1,0,0,0,0
315,9.55,-103.667,-8.833,10.69,-118.977,0,1,0,0,1,0,0
316,8.0,-115.0,-9.0,11.75,-119.35,1,0,0,0,0,0,0
317,11.0,-109.667,-9.833,4.067,-118.103,0,0,0,0,0,1,0
318,1.0,-128.0,-19.0,-8.9,-119.0,0,0,0,0,1,0,0
319,9.167,-109.333,-9.583,10.833,-118.722,0,1,0,0,0,0,0
320,6.082999999999999,-112.8,-15.2,3.863,-118.241,0,1,0,0,1,0,0
321,5.832999999999999,-118.833,-16.75,3.1830000000000003,-117.113,0,0,0,0,0,0,0
322,3.0,-98.0,-18.5,20.8,-118.87,0,0,0,0,0,0,1
323,5.939,-93.042,-16.729,14.892,-117.999,0,1,0,0,0,0,0
324,10.8,-115.0,-11.333,8.732999999999999,-119.167,0,0,0,0,0,0,1
325,11.095,-96.834,-11.417,14.348,-118.623,0,0,0,0,0,0,0
326,11.667,-100.0,-8.0,15.483,-118.67,0,0,0,0,0,0,0
327,6.067,-114.647,-17.088,6.339,-118.405,0,1,0,0,1,0,0
328,10.944,-107.0,-10.0,15.783,-118.722,0,0,0,0,0,0,0
329,9.0,-105.0,-7.0,9.0,-119.32,0,0,0,0,0,1,0
330,11.0,-93.0,-10.5,17.0,-117.87,0,0,0,0,1,0,0
331,12.0,-108.0,-14.5,7.3,-119.7,0,0,0,0,0,0,0
332,6.0,-108.0,-17.5,15.1,-117.62,0,0,0,0,1,0,0
333,14.867,-75.0,-10.75,19.32,-118.117,0,0,0,0,0,0,0
334,13.667,-89.25,-11.375,14.625,-118.055,0,0,0,0,1,0,0
335,11.375,-104.0,-14.25,15.463,-117.494,0,0,0,0,0,0,0
336,15.0,-79.0,-14.0,19.25,-118.287,0,0,0,0,0,0,1
337,7.682,-120.222,-15.847,5.744,-118.703,1,0,1,0,0,0,0
338,8.846,-114.083,-15.389,10.361,-118.67,0,0,0,0,0,0,1
339,8.0,-101.5,-13.25,8.85,-118.5,1,0,0,0,0,0,0
340,8.02,-95.333,-15.392,9.694,-118.422,0,0,0,0,0,0,0
341,11.0,-109.0,-10.5,9.85,-117.1,0,0,0,0,0,0,0
342,7.0,-102.667,-15.0,16.1,-116.65,0,0,0,0,1,0,0
343,11.5,-99.5,-9.25,16.85,-118.645,0,0,0,0,1,0,0
344,7.332999999999999,-113.5,-14.75,4.017,-119.13,0,1,0,0,1,0,0
345,5.332999999999999,-112.0,-12.75,13.3,-118.87,1,0,0,0,0,0,0
346,9.444,-100.5,-14.25,16.733,-117.853,0,0,0,0,0,0,0
347,5.8,-97.584,-15.917,15.728,-116.871,0,0,0,0,0,0,0
348,9.667,-89.0,-12.5,16.7,-116.88,0,0,0,0,0,0,1
349,11.0,-99.0,-11.5,10.1,-118.25,0,0,0,0,1,0,0
350,9.333,-105.667,-12.333,9.233,-118.303,0,1,0,0,1,0,0
